datetime,pm25,latitude,longitude,sensor_id,location_id
2026-09-06T09:58:02Z,2.25,49.2349,-2.1732,9594574,2896753
2026-09-06T09:54:50Z,2.37,49.2197,-2.1145,9594576,2896765
2026-09-06T09:58:21Z,1.58,49.1998,-2.0219,9594578,2896756
2026-09-06T10:00:16Z,1.79,49.1804,-2.1159,9594580,2896769
2026-08-26T19:05:52Z,9.86,49.1921,-2.0998,9594582,2896767
2026-09-06T09:57:49Z,2.18,49.213,-2.1821,9594584,2896761
2026-09-06T10:05:14Z,2.18,49.1762,-2.1108,9594586,2896763
2026-08-26T07:37:01Z,13.19,49.1863,-2.1023,9594588,2896754
2026-01-27T11:02:02Z,8.87,49.1832,-2.107,9594538,2896757
2026-09-06T09:52:05Z,3.35,49.1966,-2.1585,9594540,2896747
2026-09-06T09:55:30Z,0.29,49.1838,-2.0955,9594542,2896768
2026-03-13T06:12:10Z,1.0,49.1945,-2.1282,9594544,2896751
2026-09-06T10:02:09Z,1.98,49.2331,-2.0898,9594546,2896764
2026-09-06T10:05:14Z,2.29,49.188,-2.1701,9594548,2896752
2026-09-06T09:53:16Z,1.93,49.2071,-2.1735,9594550,2896748
2026-09-06T09:54:14Z,2.21,49.1833,-2.1121,9594552,2896750
2026-09-06T09:59:46Z,5.43,29.75842,-95.26696,9489522,2882800
2021-08-09T11:00:00Z,18.0,22.5947,113.0828,236439,43293
2021-08-09T11:00:00Z,35.0,32.6531,117.0566,28351,9316
2026-09-06T11:00:00Z,24.1,-9.74361,33.83469,15261119,6214706
2024-01-29T19:00:00Z,12.225,48.6911125194678,21.2863884,13404,5195
2022-10-28T02:00:00Z,10.365,38.92699999999999,27.8405,2083309,368800
2026-09-06T09:57:29Z,1.27,49.2141,-2.1413,9595248,2896886
2026-09-06T09:56:57Z,2.0,49.1881,-2.2148,9595250,2896885
2021-08-09T11:00:00Z,8.0,41.3325,123.75670000000001,27178,9117
2026-09-06T10:00:00Z,12.5605,43.3572219999458,19.349125000041326,1731444,302032
2026-09-06T11:00:00Z,10.9,13.7201042,100.7807077,2076228,368408
2025-04-10T14:00:00Z,29.9700267,32.646944444444,-115.44611111111,2694055,480397
2026-09-06T11:00:00Z,2.3,47.200893,-123.108951,10011182,2964250
2026-09-06T11:00:00Z,11.4,53.540174945601024,-113.5235011562625,9584218,2895357
2026-09-06T10:00:00Z,4.5,49.54407799985856,8.465280999622944,1300233,4470
2019-04-18T18:00:00Z,11.0,39.2031,-122.0169,1646,900
2026-09-06T10:00:00Z,7.0,53.914719999999996,-122.74194,4098,2272
2026-09-06T11:00:00Z,6.11111111111111,20.631268055556,-103.41643083333,1179863,10801
2020-12-01T00:00:00Z,3.69,51.59906,-0.095201,1296233,223783
2022-11-22T23:00:00Z,0.2,-34.3075,150.58,20667,911
2019-12-04T19:00:00Z,8.0,38.510696,-122.805991,20480,7071
2023-02-16T00:00:00Z,7.0,-23.59184199,-46.6606875,13685,5277
2021-08-09T11:00:00Z,44.0,36.34890000000001,113.235,237653,43565
2026-09-06T11:00:00Z,11.2,12.7066,101.18055,1305269,225628
2021-08-09T11:00:00Z,46.0,36.663000000000004,117.04949999999998,34007,10349
2026-09-06T10:00:00Z,10.5,40.5169,-88.9975,25285,1960
2026-06-18T00:00:00Z,7.8,34.43724,-119.14561,16361109,6368293
2026-09-05T22:00:00Z,4.10019,52.127898999912006,11.611463999600902,11786,4707
2018-07-12T17:00:00Z,4.0,61.599,-149.104,15892,5850
2021-08-09T11:00:00Z,9.0,29.0531,111.66250000000001,26512,9002
2021-08-09T11:00:00Z,10.0,20.005300000000002,110.283,28082,9267
2021-08-09T11:00:00Z,6.0,30.1506,104.6356,29424,9568
2026-09-06T11:00:00Z,12.0,35.02174,126.79041299999999,8535044,2623665
2026-09-06T11:00:00Z,23.0,35.968522,129.359954,8535049,2622966
2024-07-11T16:00:00Z,28.0,37.3367,126.7246,8535055,2622712
2021-08-09T11:00:00Z,19.0,39.7169,117.3045,236981,43492
2021-08-09T11:00:00Z,63.0,37.8911,114.3524,236378,43311
